الوحدة التدريبية,المرحلة التدريبية,القسم,التخصص,فعالية البرنامج,المقررات,الوحدات المعتمدة,الفصل التدريبي,عدد المقررات المطلوبة,عدد الوحدات المطلوبة,المقرر,اسم المقرر,محاضرة,عملي
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الثالث ,7,18,يمسح-490,مشروع (1),0,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الثاني ,6,17,احصا-303,الإحصاء والاحتمالات,3,0
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الثاني ,6,17,انجل-302,لغة انجليزية 2,4,0
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الثاني ,6,17,رياض-302,رياضيات2,3,0
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الثاني ,6,17,يمدن-461,هندسة الطرق,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الثاني ,6,17,يمسح-432,تطبيقات مساحية بالحاسب,0,4
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الثاني ,6,17,يمسح-443,قواعد البيانات المكانية,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16, يمسح-422,التحويلات بين الاحداثيات,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16, يمسح-455,المسح التصويري المتقدم,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16,يمسح-421,نظم المعلومات الجغرافية المنشورة,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16,يمسح-433,علم سحابة النقطة,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16,يمسح-451,المساحة التصويرية الرقمية,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16,يمسح-453,المساحة البحرية,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16,يمسح-482,قانون الاراضي والتسجيل,2,2
الكلية التقنية,بكالوريوس,التقنية المدنية والمعمارية,تقنية المساحة,برامج مفعله,26,71,الفصل التدريبي الرابع ,6,16,يمسح-492,مشروع (2),0,2
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,انجل-301,لغة انجليزية1,4,0
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,انجل-301,لغة انجليزية1,4,0
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,حاسب-402,برمجة الحاسب الالي,2,2
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,حاسب-402,برمجة الحاسب الالي,2,2
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,رياض-301,رياضيات1,3,0
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,رياض-301,رياضيات1,3,0
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,شبكا-313,شبكات الحاسب,2,2
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,شبكا-313,شبكات الحاسب,2,2
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,فيزي-301,فيزياء,2,2
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,فيزي-301,فيزياء,2,2
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,نشبك-312,أساسيات إدارة أنظمة الشبكات,2,2
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الأول ,6,18,نشبك-312,أساسيات إدارة أنظمة الشبكات,2,2
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20, شبكا-442,مراقبة وإدارة الشبكات,2,2
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20, شبكا-442,مراقبة وإدارة الشبكات,2,2
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20,شبكا-424,تقنيات التحويل المتقدمة,2,4
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20,شبكا-424,تقنيات التحويل المتقدمة,2,4
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20,شبكا-433,أمن المعلومات والشبكات,2,2
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20,شبكا-433,أمن المعلومات والشبكات,2,2
الكلية التقنية,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20,عامة-401,مقدمة فى الإدارة و القيادة,2,0
كلية الاتصالات والمعلومات,بكالوريوس,الحاسب وتقنية المعلومات,تقنية شبكات الحاسب,برامج مفعله,24,72,الفصل التدريبي الثالث ,7,20,عامة-401,مقدمة فى الإدارة و القيادة,2,0
